@relation sheep_weight

@attribute Eucl_A_B real
@attribute Eucl_A_C real
@attribute Eucl_A_D real
@attribute Eucl_B_C real
@attribute Eucl_B_D real
@attribute Eucl_C_D real
@attribute EquivalentDiameter real
@attribute AspectRatio real
@attribute Extent real
@attribute Solidity real
@attribute Area real
@attribute Perimeter real
@attribute K_0_19 real
@attribute K_20_39 real
@attribute K_40_59 real
@attribute K_60_79 real
@attribute K_80_99 real
@attribute K_100_119 real
@attribute K_120_139 real
@attribute K_140_159 real
@attribute K_160_180 real
@attribute Hu_0 real
@attribute Hu_1 real
@attribute Hu_2 real
@attribute Hu_3 real
@attribute Hu_4 real
@attribute Hu_5 real
@attribute Hu_6 real
@attribute Major_axis real
@attribute Minor_axis real
@attribute Weight real
@data
1083.1961964482705,362.49827585796874,945.0544957831797,843.3866254571506,228.31995094603536,771.6586032696065,586.4760897549887,2.218556701030928,0.5176503276740888,0.8513097023862046,270141.0,3026.9343197345734,0,30,22,84,100,125,305,708,3736,0.001141259433638196,8.311638371517038e-07,1.3786668243017147e-10,3.858692632508916e-11,2.4289458094867272e-21,1.8471173133797678e-14,-1.4216961244658795e-21,1066.2569427501223,356.56468234630495,56.0
737.3588000424216,284.6928169097352,794.4236904826039,492.03658400570174,348.66172717979816,650.4160207128973,524.8867679498923,1.5375,0.6108344625112918,0.8568515214933583,216382.0,2385.7728514671326,0,0,0,48,71,157,336,1038,2332,0.0008838428141820264,3.390682614367331e-07,1.0621918299045831e-11,5.5502281650291476e-12,4.2539729405453925e-23,2.330146418487591e-15,-2.54036979538597e-24,806.3959407912042,365.7113470639394,56.0
1081.1031403154834,354.39667041325316,916.4322124412695,796.4653162567721,280.9270367906941,703.9495720575445,581.5856038768904,2.3225108225108224,0.5358897858897859,0.8321127757609169,265654.5,3040.1475228071213,0,0,34,44,149,118,339,846,3667,0.0011665899219038807,8.761063676140011e-07,1.2734496822428498e-10,3.660663880357981e-11,2.1295452346517786e-21,1.599981487996299e-14,-1.3083925379749905e-21,1070.1275935676,354.38280971334785,56.0
942.5348799911864,306.4718584144391,397.43427129526714,697.2582018162282,654.5303659877057,387.1860018130821,561.0677483868293,2.384020618556701,0.6888854834215659,0.8654034291874713,247241.0,2626.1992576122284,0,0,0,34,84,181,381,939,2798,0.0009630465336475079,4.823184428616262e-07,5.458846282518586e-11,2.15856806715254e-11,7.294874370689083e-22,1.361988625296403e-14,1.2992555451488652e-22,916.4571000478414,368.89013210225784,56.0
992.859506677556,727.8378940396,405.0098764227855,356.5192841909116,681.9303483494484,545.3631817422221,572.9033394220352,2.758426966292135,0.737379573903293,0.8887318310946851,257782.0,2842.341392993927,0,22,65,29,111,175,337,930,3112,0.0010335448512855388,6.451092461514571e-07,2.510726124233109e-11,1.112572880236023e-11,1.8353665430475862e-22,8.236399613290954e-15,2.985117601369409e-23,985.1855125192409,348.8965867422762,56.0
912.0888114651993,298.8394217635953,379.71699988280744,674.0511850000711,627.3794704961265,365.3080891521566,540.391138475816,2.4371584699453552,0.7025227278296454,0.9266285409541664,229354.0,2389.40532040596,0,0,32,17,53,118,353,819,2564,0.0009555500100701985,4.904588842572517e-07,4.388052325848201e-11,1.639828362277118e-11,4.398533556448602e-22,1.1436563577487085e-14,-4.774104742549049e-24,882.206901313978,346.35035778860794,56.0
1044.4275944267272,416.6173304124542,814.3248737451165,695.4746580573587,267.7200029881966,528.2471012698508,580.7366477067532,2.712401055408971,0.6798545732677638,0.8699391258225075,264879.5,2949.578981280327,0,35,58,26,104,81,391,795,3428,0.0011595512767910037,9.204740727672282e-07,2.917482901838344e-11,1.861347840171911e-11,4.33700398948189e-22,1.7655283818062114e-14,-6.943266400782222e-24,1072.6502201223846,329.6559443588743,56.0
1053.3460969690825,462.4499972970051,333.1095915761058,676.9121065544625,824.6623551490634,452.179168029665,663.0276676223688,2.4976303317535544,0.7762473358094193,0.940256560735396,345265.5,2821.3636902570724,0,0,0,24,47,100,148,606,3697,0.0009719609320858575,5.323486476068186e-07,3.16322206702717e-11,1.1496338844591803e-11,2.1600895629869324e-22,7.747636503895161e-15,-3.7454655663024686e-23,1096.7628302672329,413.901965048875,50.1
1092.1172098268573,1002.8125447958855,416.20307543313515,342.720002334267,758.4095199824433,785.886760290565,679.976022646379,2.070075757575758,0.6292496673043334,0.891276282946488,363142.5,2973.7211166620255,0,0,0,12,82,77,143,769,3755,0.0009874122243276082,5.48753905959216e-07,3.789481682253238e-11,1.1677334414219562e-11,2.219461237085663e-22,5.784552363282964e-15,1.0526492512050523e-22,1133.514321822742,428.20984394410715,50.1
1029.4085680622636,999.7944788805347,276.5863337187866,352.2002271435951,845.246709546982,904.2173411298857,673.4613630541086,1.8795620437956204,0.6310989653461838,0.8896041056633931,356217.5,2934.927179455757,0,0,0,28,57,102,134,653,3729,0.0009782917295640303,5.320465002894426e-07,2.302121921900983e-11,9.074022658517632e-12,1.2551401209030984e-22,5.21932656937432e-15,3.802908169154595e-23,1116.0167354840673,426.0455475723217,50.1
1106.8536488623959,473.7108822900314,879.3321329281672,808.312439592513,286.54144551879403,685.8141147570528,672.4614437481994,1.9926873857404022,0.5956770038407997,0.8567756611982443,355160.5,3107.863252043724,18,28,12,66,108,80,265,706,3889,0.0009379593456273956,4.085883743484628e-07,9.102451825668639e-11,1.3793681160287607e-11,1.420040916356055e-22,-1.4086833701227866e-15,-4.676808424515405e-22,1071.0283231503633,466.1395830513939,50.1
1094.329018165926,840.792483315592,295.57401780264786,296.0,947.0881690740308,750.434540782872,673.1682577690588,2.37417943107221,0.7177797497201747,0.9293958662471112,355907.5,2973.755606532097,0,27,20,11,34,129,176,806,3758,0.0009790785085762937,5.496605104063301e-07,2.318456923147668e-11,9.119344395103055e-12,1.325597001363444e-22,6.721436712053238e-15,3.286437650617679e-24,1119.7217009695478,416.1882909704897,50.1
1085.3985443144836,478.76925548744254,881.3336485122986,821.4438507895716,246.4000811688178,708.0939203241333,674.3908920193965,1.9243243243243244,0.6026276276276277,0.8522308934787433,357201.5,3158.2795535326004,0,0,32,86,141,97,217,568,3978,0.0009288512713622153,3.76943669808872e-07,9.459503677092331e-11,1.288001727078766e-11,6.2038883082732904e-24,-3.2276375842774355e-15,-4.495391192235896e-22,1062.3103947175289,479.9295739472765,50.1
1089.1322233778596,485.68508315574195,889.2806081322138,804.6322141202153,248.3646512690564,699.4240487715589,670.3156362775503,1.8900709219858156,0.5869650912139236,0.8490368572181275,352897.5,3154.2795535326004,0,0,42,116,95,109,295,684,3705,0.0009279863653880477,3.823091335348238e-07,8.430284042203102e-11,1.1844774504560038e-11,2.3982509431979466e-23,-2.7248595107879063e-15,-3.7352353010580637e-22,1057.1057444141077,473.0693575256892,50.1
1096.7041533613337,498.7444235277223,888.6174655047018,809.0055624036215,252.67568145747623,698.0866708367952,674.5513516118118,1.8992932862190812,0.5873473580409236,0.8470265196853379,357371.5,3179.4511264562607,0,0,31,78,155,125,213,573,4028,0.0009332390719127228,3.8505757865277154e-07,9.372853721060569e-11,1.3153219980595796e-11,2.5087878119868898e-23,-3.0496590213461696e-15,-4.611501029897339e-22,1066.3462177141228,478.38237569051626,50.1
1035.3521140172554,1005.0293528051806,292.07704463035094,365.0342449688796,843.5644610816651,910.8023934970746,673.2746413734982,1.9473684210526316,0.6459561064824223,0.8927080381836919,356020.0,2934.365778207779,0,0,0,21,53,118,169,602,3950,0.0009755071175490512,5.261105382851101e-07,2.158489836367088e-11,8.53755465911182e-12,1.1035086261151425e-22,4.682187483253292e-15,3.5425848287099713e-23,1113.4441197114547,427.0277516525441,50.1
1043.0306802774307,462.91359884972053,293.4501661270615,724.426669856929,835.5333625894301,481.3834230631545,666.2971493400762,2.3484162895927603,0.7599870094769788,0.9105875562949103,348679.0,2871.145434856415,0,0,0,9,60,77,228,831,3614,0.0009608074590716871,4.940235522280907e-07,4.94005552877239e-11,1.1570250797667174e-11,2.219899789318441e-22,4.09343550899718e-15,-1.6503890295962312e-22,1089.8280563283565,429.1236830124522,50.1
1091.4801876351214,487.1026585844097,878.7138328261368,808.6643308567529,264.43335644354704,698.2041248803963,667.3134606120892,1.914438502673797,0.5804736487450914,0.843868718369415,349743.5,2983.0592101812363,0,0,18,52,44,46,311,796,3710,0.0009334884586189461,3.955835209477659e-07,8.717860283396306e-11,1.2240684578949018e-11,2.850081010387733e-23,-2.8273457494548502e-15,-3.9884810504694074e-22,1057.7757094233193,466.99209821015916,50.1
1087.1214283602362,496.4846422599595,872.5508581165914,806.0893250750812,258.054257860629,691.2510397822198,673.5053178450249,1.9123434704830053,0.5961868966198159,0.8502223616996142,356264.0,3176.3800587654114,0,0,31,111,135,94,219,521,3959,0.0009295642355912211,3.783104637238617e-07,9.308733555080991e-11,1.2576008614738266e-11,-8.781128690829712e-24,-3.370375843590447e-15,-4.301986917949816e-22,1061.5636141352297,479.0049199039838,50.1
1079.7541386815797,490.9297302058615,870.3332695008274,807.574764340739,256.67294364618954,699.2138442565335,669.2748724826685,1.8880994671403197,0.5878374652655359,0.8500694089546613,351802.5,3087.711012005806,0,19,41,88,84,117,225,722,3775,0.0009230255226540018,3.765039933967878e-07,8.75892810200497e-11,1.148683912696595e-11,-6.579233553686995e-24,-3.0276745750586507e-15,-3.6429689889412187e-22,1052.1269510825819,472.1313674418216,50.1
1049.7623540592413,1011.3298176163896,437.2241987813575,362.59205727649356,693.2416606061698,787.9016436078808,677.0759247981074,1.9774011299435028,0.6457743700116582,0.886117024549314,360051.5,2940.750554203987,0,0,0,20,97,73,69,561,4104,0.0009768562830120221,5.28581387676282e-07,2.6202898296158505e-11,9.921653896529151e-12,1.5186808927777182e-22,5.5349845198507584e-15,5.027848197501793e-23,1120.7123957881947,429.128073056548,50.1
1039.0692950905632,474.5956173417534,1001.6835827745207,701.0763153894161,114.12712210513327,711.0646946656823,667.835573599389,2.3318284424379234,0.7654642836071055,0.9066534491505244,350291.0,2834.944424390793,0,0,0,23,58,82,148,736,3700,0.0009546778912633216,4.79897756569421e-07,5.018289192150981e-11,1.1442314729067225e-11,2.1299084648941535e-22,3.59473171751615e-15,-1.7266742361521925e-22,1086.9545499715896,433.41344926574646,50.1
1054.8748740964495,1020.5655294982288,276.29332239487803,165.60495161679194,930.7228373688914,939.3827760822528,674.4220430440374,2.0795228628230618,0.6789749077238291,0.8971739990330946,357234.5,2952.5007733106613,0,0,0,29,61,52,146,781,3893,0.0009972539089826583,5.729027434145406e-07,2.3752281591802163e-11,1.2295839883823518e-11,2.0955908216896587e-22,9.030129631630046e-15,1.5491782333734255e-23,1132.7242929617669,419.28804361972317,50.1
887.0090191198734,335.5964838909967,714.5131209432056,614.2963454229563,318.57809089766357,550.3489801934769,538.4976041670575,2.2144638403990027,0.6395876861899306,0.8734702252426738,227749.5,2420.902794241905,0,0,0,11,163,119,291,501,2929,0.0009702724417195905,5.152855230918613e-07,3.3252026516715296e-11,1.0982453235055037e-11,1.9395063276924565e-22,5.658820941454001e-15,-8.018814775403408e-23,887.6622301332525,343.2619468972291,31.8
883.8563231657055,666.0690654879568,378.4309712483903,339.01327407639957,609.3176511475767,537.1424392095638,551.8766273158014,1.9173913043478261,0.5895864142758552,0.8400051269715576,239207.0,2570.2825179100037,0,0,0,42,148,202,372,696,2769,0.0009513615793854445,4.3223058234001654e-07,8.616987530185115e-11,1.4239898681371205e-11,2.2968759190544457e-22,1.1609810993162587e-16,4.427848044472705e-22,888.0994779702849,379.5980419353856,31.8
923.0059588106677,252.98221281347034,724.1657268885348,749.4664769020693,245.15301344262525,597.0594610254493,555.2972742624249,2.663768115942029,0.7638469666146253,0.9172568818458648,242181.5,2478.1677321195602,0,0,0,42,67,162,429,498,2994,0.0010236315382665827,6.346920163519247e-07,2.334451901296701e-11,1.0613931450157953e-11,1.6641665741108417e-22,8.135777564173516e-15,-1.4797368218867934e-23,950.4904643922168,335.6187381556849,31.8
796.5387623964072,314.391475711413,656.8911629790737,615.3145537040384,180.05554698481245,535.8357957434348,522.5626136257265,1.5827956989247312,0.6266654978962132,0.909624923392082,214470.0,2255.8662164211273,0,0,3,45,149,140,216,457,2821,0.0008286650197861676,2.547534429011571e-07,3.6078109020080656e-11,2.8741084934032287e-12,-2.075248258696605e-23,-1.3097546023841571e-15,-2.063699335837064e-23,765.5595989806973,377.33549425856717,31.8
899.9361088432889,241.9008061168875,737.3472723215297,719.2753297590568,248.79308672067236,608.8653381495781,550.5733020690618,2.590778097982709,0.7631870826695047,0.9286211597306326,238078.5,2390.084471821785,0,0,0,0,59,148,448,606,2760,0.0009895950252966064,5.747152401088052e-07,1.014098686979629e-11,4.511560078312817e-12,3.049494207478273e-23,3.4164055298520557e-15,1.1384227064555117e-24,923.3816825111618,336.06208731446714,31.8
858.6093407365191,319.73270086120374,724.5860887430837,606.4692902365297,299.4077487307234,575.7812084464028,541.8910988037411,1.7505197505197505,0.5694515088814376,0.8634604836792419,230629.0,2552.7921843528748,0,0,31,53,123,185,368,788,2619,0.0009829447635069473,5.316228436136361e-07,4.7904901472152396e-11,1.2344251599792599e-11,2.558524060996219e-22,4.860764657597438e-15,-1.5700256991605318e-22,899.6167554151618,346.38558374101245,31.8
764.1217180528243,558.4693366694361,357.76249104678374,259.4802497301095,553.6244214266563,465.5856526999087,518.1152954837736,1.7904761904761906,0.6675373606889564,0.9266861525613695,210835.0,2146.9545290470123,0,0,34,49,100,133,225,357,2611,0.0008132929984172865,2.433232463468105e-07,2.1194630598442252e-11,1.778818070723655e-12,-6.320466112903065e-24,-7.109697932212195e-16,8.90764929509305e-24,751.316709295748,371.8276270171577,31.8
908.7711483096281,711.5195007868723,336.72540741678523,261.9637379485947,686.9970887856804,572.8420375635852,563.4082040748376,2.1912832929782082,0.6670180460984844,0.8712645686627409,249308.0,2628.8855493068695,0,1,58,41,83,190,308,825,2768,0.0009892547598345988,5.362288519157842e-07,5.8105932419242765e-11,1.4154836329539176e-11,3.2595448571214425e-22,4.943815654952105e-15,2.4196127417200153e-22,937.8661462925181,362.3527892034918,31.8
875.0182855232226,338.1626827430845,792.3698631321108,613.1533250337961,226.92069099136816,609.2224552657264,542.7668004429695,1.886214442013129,0.587344580564257,0.8687644676740768,231375.0,2527.914986848831,0,0,9,65,120,188,384,720,2738,0.0009598228965095781,4.811834717827016e-07,4.7572203041419934e-11,8.347039916106372e-12,8.995337751731861e-23,5.628909732899481e-16,-1.3990949846812353e-22,885.5389991389839,355.2780980157949,31.8
819.0299139836103,640.0562475282934,370.2998784768907,291.49614062625255,548.9335114565333,502.66688770994256,529.646925860995,2.0098039215686274,0.6585500358680058,0.9115052851498666,220324.5,2224.1677321195602,0,0,0,35,126,114,237,495,2733,0.0008662642450807614,3.3698603668738986e-07,1.961929305216584e-11,3.3460104269966715e-12,1.704680073266766e-23,5.323548730498211e-16,2.1080065431530575e-23,808.1823233260161,359.1781196512979,31.8
898.376313133867,255.51907952244974,402.2449502479801,710.3872183534836,575.9140560882327,374.17776523999925,551.4427202426773,2.5833333333333335,0.763399307020572,0.925904316255304,238831.0,2393.4398102760315,0,0,0,23,48,97,404,687,2812,0.0009922915065003523,5.733555394873436e-07,1.7812538156733626e-11,6.4857074581829484e-12,6.812375552391252e-23,4.231090993238159e-15,1.4789330441895037e-23,925.3024553856824,339.1905196783632,31.8
906.9867694735133,255.66579747787932,712.3601617159679,736.9803253818924,261.0785322465254,600.6146851351539,554.0445125079757,2.53072625698324,0.7433065719535807,0.9288196450998976,241090.0,2390.9545290470123,0,0,0,21,53,151,369,593,2905,0.001000477816255929,5.942396772318364e-07,1.6892609376857163e-11,6.4173974419616065e-12,6.57717198551833e-23,4.526872317306846e-15,-1.1772353095228177e-23,935.4370218236871,336.78797333125425,31.8
925.051349926046,238.6063704095094,857.649112399704,755.4713760295621,196.65706191235543,731.9269089191898,556.8594061000226,2.257985257985258,0.6511350602754302,0.887587420870218,243546.0,2523.9250915050507,0,0,0,26,103,190,356,528,3112,0.0010391841077009188,6.610372604288793e-07,2.5886403026757126e-11,1.3819135528074326e-11,2.613148232885126e-22,1.1234229129926337e-14,-5.412029693684385e-24,961.5187731023766,335.97077964294175,31.8
773.760298800604,385.9339321697433,565.3857090517942,538.965676087077,255.89450951515158,453.47767309979,518.3800174930825,1.7222222222222223,0.6566435807447232,0.9063874287088572,211050.5,2222.8540238142014,0,0,31,56,94,119,195,589,2681,0.0008169870174224356,2.3140625457800723e-07,3.718658316941356e-11,2.9421226702592012e-12,-2.6353298916216503e-23,-1.3705034944900125e-15,-1.589164095210976e-23,749.3035811847267,381.1936074115342,31.8
916.1228083614118,363.8158875035558,725.4970709796146,608.0962094932019,321.7716581677137,526.7029523365138,558.1794183555892,2.3452685421994883,0.6824823523833695,0.881023231532237,244702.0,2680.8855493068695,0,9,56,36,89,172,359,816,2889,0.0010495388377542944,6.736527263235803e-07,2.8104900159554148e-11,9.669419209917163e-12,1.4978328622000604e-22,5.6645981904560895e-15,-5.453175350513223e-23,968.5715568742637,338.75085764905816,31.8
910.1131797749113,712.292776883214,433.8893868257208,241.07467722678797,580.2016890702749,474.220412888353,561.0473241786839,2.534818941504178,0.7567510483945025,0.9027415667973914,247223.0,2496.292622566223,0,0,0,6,129,177,334,498,3117,0.0010042087816979216,5.778367916581567e-07,4.98832235290024e-11,1.2831082202952586e-11,2.7401247437257214e-22,5.178619470039396e-15,1.7405117100156107e-22,945.4141339128352,351.61712334737996,31.8
791.2047775386598,551.185086880986,260.5091169229975,329.67863139730485,800.1562347441904,657.657965815058,530.960252877692,1.8248847926267282,0.6441677721919657,0.891434449412101,221418.5,2336.4763880968094,0,0,0,72,115,164,185,799,2490,0.0008806247035869144,3.571976672651827e-07,3.307652778598503e-11,8.791045502947287e-12,1.3996357208853528e-22,3.962874337664522e-15,5.36860003625981e-23,819.0277933438539,358.33199246157136,21.7
848.1344233080036,704.9538992019266,308.05843601498725,192.92485583770693,711.5279333940446,630.8248568342881,542.1172028031276,1.5854616895874263,0.5619335237107529,0.8955108359133127,230821.5,2437.103804707527,0,1,42,62,141,110,273,561,2848,0.0008612690312665237,2.95218387263874e-07,6.132279579001711e-11,1.0126156889972848e-11,1.4611208842195474e-22,9.633349880505162e-16,2.0572881202091244e-22,815.1395285656408,387.8102599324825,21.7
576.6801539848584,521.6742278472265,305.1196486626189,334.90297102295165,460.1760532665732,593.3245317699244,529.4798256565439,1.0415162454873645,0.688815859449787,0.8976775853247365,220185.5,2124.2753776311874,0,0,0,0,47,55,346,963,2044,0.000675383287808405,3.480563914397001e-08,8.479816251075065e-12,7.850244834919995e-13,-1.086083371545268e-24,-9.295172687303556e-17,-1.7096211362603532e-24,623.513055488328,469.5483007240683,21.7
738.0853609170148,155.11608556174951,612.066172893095,796.1865359323781,238.2120903732638,710.1732183066325,518.2049844424537,1.3565891472868217,0.5839091915836102,0.8498803201134743,210908.0,2327.939372062683,0,0,14,41,153,115,275,777,2440,0.0008696124741848928,3.084002578445838e-07,6.425037595999618e-11,1.483244635259168e-11,3.8589248215421416e-22,4.687672608584191e-15,2.4646753166022567e-22,784.8369066966507,368.58199311610036,21.7
521.0086371644908,455.3789630626342,225.01999911119012,456.3551248753541,447.78566301300896,584.27733141035,531.9227745736569,0.8581196581196581,0.7567065073041168,0.9399677261758479,222222.0,2132.7779037952423,0,36,16,10,121,142,193,893,2166,0.0006649767239369151,2.4796249140966405e-08,8.90866999862891e-12,4.891180786080761e-13,-1.0196817960601976e-24,-7.665383873536867e-17,5.192414092722235e-26,611.8727548166906,480.65043591433925,21.7
824.4755909061225,574.0888432986658,289.79475495598604,336.14580169920316,767.539575526891,630.9080757130947,536.1273673152848,1.7553191489361701,0.5822024500322373,0.8543832990506179,225749.0,2395.322060108185,0,0,0,53,142,191,231,448,2825,0.0008932369043462201,3.6556370078458124e-07,4.9329773473134545e-11,1.3198430973816053e-11,3.0376584065913754e-22,5.2552908998054094e-15,1.4540550511787975e-22,832.4867293409428,365.4300506608482,21.7
845.0094674025847,451.4177665976385,706.1961483893834,457.21439172449504,228.86240407720967,426.32968463385237,533.8002754351937,2.124031007751938,0.7035009462016761,0.8506460802815804,223793.5,2441.1870650053024,0,0,0,71,98,170,280,691,2742,0.0009039182027061838,3.7982884949209643e-07,5.530019895705917e-11,1.7481040677432762e-11,5.191883868619695e-22,8.341548993615426e-15,1.6079707258854707e-22,835.0638600011938,363.22238614306707,21.7
768.3762099388554,635.4352838802705,309.3428518650463,171.23083834403195,647.114363926501,575.3963851120374,532.5806228729522,1.4634146341463414,0.6288730803974707,0.910924287279805,222772.0,2253.179924726486,0,0,0,45,133,157,181,852,2414,0.0007985659329599483,1.9834160994621127e-07,3.717050528388311e-11,3.665893728452879e-12,-6.628999706673281e-24,-9.182620102550572e-16,4.2276069496962665e-23,753.5339139414779,401.5346339099988,21.7
850.7467308194607,664.5607571922976,260.9674309181128,276.0235497199469,736.5989410798796,631.8457090144714,538.8007569008098,1.6086105675146771,0.5428171468567429,0.8730643753159031,228006.0,2397.8906016349792,0,0,19,85,114,129,215,510,2896,0.0008746350366349639,3.267416740706853e-07,5.307552276694608e-11,1.0813682403776526e-11,1.9393662027882447e-22,2.5363710276275695e-15,1.717640663208621e-22,822.0672449952675,376.2901656273272,21.7
863.5577571882496,675.6248959296867,252.60443384865596,273.85580147223465,760.2742926076088,648.1512169239521,543.9302588852916,1.634050880626223,0.5445890996871228,0.8697823186035152,232368.0,2398.6601536273956,0,0,16,34,123,166,228,416,2850,0.0008874366829613796,3.420156342584681e-07,6.217066573759912e-11,1.269569196622551e-11,2.596399124904762e-22,2.7189582718254815e-15,2.445544889822082e-22,837.277696779281,379.5974618917345,21.7
593.6800485109803,313.0191687421075,534.506314275145,449.418513192325,312.1233730434169,568.6563109647162,519.6029853284423,1.0160142348754448,0.6607858473926619,0.8813114467933891,212047.5,2288.5596483945847,6,41,11,9,130,142,256,680,2451,0.0007210379138294278,5.383655281261368e-08,3.02139033929697e-11,4.504469366885501e-12,6.619962162859808e-24,-1.6424385568831233e-16,5.2130890045362575e-23,643.5804394161563,460.9999052971877,21.7
802.1221852062191,558.1621628165062,270.2480342204176,328.68982338977276,789.9379722484545,647.6519126814959,529.6697628007024,1.8333333333333333,0.6264848712306021,0.8819560910200732,220343.5,2338.5352631807327,0,0,0,34,178,157,218,479,2720,0.0008966761674002577,3.7707502912880947e-07,4.639917815856073e-11,1.4128413074080294e-11,3.465234640240317e-22,7.059461111155755e-15,1.0381004050374779e-22,825.9778938136438,357.2470426136331,21.7
845.2135824748677,508.6708169337022,300.5628054167714,431.1287510709533,654.6602172119518,473.8143096192853,536.8482532409366,2.0484261501210654,0.647847154248164,0.8922140937004832,226356.5,2342.5596483945847,0,0,0,69,118,179,290,527,2593,0.000883670817817671,3.5199730578813525e-07,4.974757333718856e-11,1.0532519534611119e-11,2.0622160385448852e-22,3.603052471603989e-15,1.248936360596182e-22,827.6916849071303,366.998964012245,21.7
